"gene","log2FoldChange","lfcSE","pvalue","padj","padj_manual"
"269966",-0.53407529162682,0.247352355408135,0.0250473481242318,0.0440226118547104,0.0440226118547104
"100038537",-1.21544130635126,0.664335623642366,0.0250580678888788,0.0440367703809449,0.0440367703809449
"104366",0.846804253161967,0.413834475516146,0.0250769156310503,0.0440652083960096,0.0440652083960096
"384569",-1.1535091189221,0.6121479865945,0.0251131814827128,0.0441242442505572,0.0441242442505572
"19942",-0.635077864840763,0.297736511062192,0.0251647729669585,0.0442101920654506,0.0442101920654506
"668501",0.301698752471546,0.136157107565707,0.0252431932945943,0.0443432502826402,0.0443432502826402
"72341",-0.598436895880201,0.279732991349044,0.0252622700092929,0.0443720458244195,0.0443720458244195
"54140",-1.44245057584541,0.927766985777277,0.025277987067748,0.0443902485523139,0.0443902485523139
"270192",-1.22042693085088,0.660171509286001,0.0252780042119135,0.0443902485523139,0.0443902485523139
"100861601",-1.12396076114641,0.589153420637715,0.0252849243357826,0.0443949306476416,0.0443949306476416
"208211",0.421512016155224,0.191956124207256,0.0252860418661552,0.0443949306476416,0.0443949306476416
"22114",-1.27342669800119,0.722430797348109,0.0253190203321435,0.044443696051724,0.044443696051724
"66523",-0.429859913569176,0.19591383455261,0.0253191945383597,0.044443696051724,0.044443696051724
"19791",0.896814786293408,0.44815611131989,0.0253276162098947,0.0444537583297472,0.0444537583297472
"170658",-0.427369543739491,0.195387422495179,0.025389832969127,0.0445582268796762,0.0445582268796762
"231630",0.641084948401232,0.301320651157476,0.0254223529152276,0.0446105619627084,0.0446105619627084
"15081",0.752728370885738,0.361488183631541,0.0254606357674956,0.0446729974776246,0.0446729974776246
"226695",1.135717074366,0.609608453069931,0.0254749448697498,0.0446886170749193,0.0446886170749193
"74645",-0.910035515434135,0.455614407462764,0.0254738924391889,0.0446886170749193,0.0446886170749193
"12411",0.651166912540415,0.306864423070488,0.0254812353217901,0.0446949087297527,0.0446949087297527
"67078",0.774498700187908,0.374207362118878,0.0254846239594459,0.0446961097134897,0.0446961097134897
"94178",0.302926236953867,0.136980516837472,0.0255223878264979,0.0447575929102493,0.0447575929102493
"77128",0.41767556185487,0.190298076607322,0.0255674017004521,0.0448317757620106,0.0448317757620106
"12572",-0.323213118556389,0.146591747570497,0.0255713100789099,0.0448338731018647,0.0448338731018647
"67043",0.41732975483811,0.190443044628273,0.0257242623147069,0.0450972591008703,0.0450972591008703
"16001",-0.64936112874046,0.310130614410395,0.025813659010101,0.045249181700633,0.045249181700633
"17164",-0.285190526832521,0.129317341702092,0.0258528259224099,0.0453082286362846,0.0453082286362846
"243219",-0.415276840011031,0.190586287243809,0.0258525936635934,0.0453082286362846,0.0453082286362846
"228812",-0.327505119006586,0.148744246185018,0.0258929233214184,0.0453736905017541,0.0453736905017541
"13018",-0.308560364351691,0.139025583912102,0.0259034918987835,0.0453873988856149,0.0453873988856149
"22185",-0.290202959344964,0.132287641639662,0.0259145430591333,0.0454019498428695,0.0454019498428695
"67538",-0.861775023709239,0.425243392511535,0.0259185632687766,0.0454041808852138,0.0454041808852138
"244219",-0.482502957351723,0.221318940674334,0.0259237734883416,0.0454084958951242,0.0454084958951242
"13170",0.965588241865275,0.492974542937682,0.0259737364503103,0.0454911913036268,0.0454911913036268
"26378",0.383778562519639,0.175110670189518,0.0260532150298494,0.0456255582628891,0.0456255582628891
"244556",0.744755899462617,0.358721942277564,0.0260615405359096,0.0456353035019689,0.0456353035019689
"16653",0.622088367482149,0.29558458181836,0.0260768769222194,0.0456573218434792,0.0456573218434792
"20425",0.398708930162883,0.18485721857816,0.0261344822978323,0.0457533353508968,0.0457533353508968
"53422",-0.76253707107178,0.371342088195406,0.0261418960470545,0.0457614679294515,0.0457614679294515
"50911",-0.37119642007457,0.169574981909938,0.0261587558146311,0.0457861323184935,0.0457861323184935
"101471",0.418053989765948,0.19104738718288,0.0261806103423713,0.0458195329761141,0.0458195329761141
"79263",0.555313269895189,0.258150245792673,0.0261963209686957,0.0458324709581434,0.0458324709581434
"67317",-1.4729020354732,0.89222904674523,0.0261954596231024,0.0458324709581434,0.0458324709581434
"270110",0.358595042619153,0.162401455737305,0.0261940374080669,0.0458324709581434,0.0458324709581434
"70788",1.36525080898118,0.81532910968924,0.0262349373984316,0.045895175700717,0.045895175700717
"12724",-0.335353438469272,0.152793415206285,0.0262753793499117,0.0459610603866709,0.0459610603866709
"102580",0.420286025284481,0.192304203989729,0.0263047721969204,0.0460076060115432,0.0460076060115432
"71409",-0.44469329946032,0.204775478158446,0.0263373455334622,0.046059703942883,0.046059703942883
"20910",0.466044945156734,0.214341775864214,0.0263643026395916,0.0460970935722921,0.0460970935722921
"232853",0.33339535243773,0.151773830143337,0.0263620305631848,0.0460970935722921,0.0460970935722921
"21350",-1.48675972968882,0.951780474310271,0.0263898436479355,0.0461368710206636,0.0461368710206636
"319701",-1.12960304872138,0.618507970690753,0.0263994846855903,0.0461488453736049,0.0461488453736049
"432466",0.691603574238864,0.329528092838738,0.0264147533222617,0.046168746961546,0.046168746961546
"100978",0.250655627258217,0.113571748156702,0.0264164554605143,0.046168746961546,0.046168746961546
"72495",1.14730693836733,0.62657237839648,0.0264335901237455,0.0461938095724192,0.0461938095724192
"97476",1.59767780328267,1.04835352946542,0.0264535602431718,0.0462238214397072,0.0462238214397072
"100038425",0.963154503942331,0.492159263326692,0.0264808559865942,0.0462666260922103,0.0462666260922103
"19025",0.285545828076314,0.124720731870885,0.0265224860816101,0.0463344636365478,0.0463344636365478
"231872",-0.378285037740062,0.172882949194609,0.0265268041299778,0.0463371100357744,0.0463371100357744
"27756",-0.475537165383743,0.220192457853903,0.026545507597134,0.0463609218971721,0.0463609218971721
"11637",0.448226027599166,0.204631629862857,0.0265460451153499,0.0463609218971721,0.0463609218971721
"66354",0.260781809579933,0.118352135550834,0.0265634578240608,0.0463864312097744,0.0463864312097744
"72981",-0.375603529694197,0.166707885414913,0.0265878413688057,0.0464241066680425,0.0464241066680425
"70054",1.07112027104164,0.574096849305147,0.0266087437482956,0.0464556964680319,0.0464556964680319
"71984",0.431230997236272,0.198255755716991,0.0267617483602317,0.0467178899983769,0.0467178899983769
"66257",-0.452334296227576,0.20995647272504,0.026778300841706,0.0467418493044774,0.0467418493044774
"66905",0.437470220255786,0.201211348307341,0.0268333301619389,0.0468329582490603,0.0468329582490603
"434484",0.410670133568794,0.188984260334907,0.026840527138791,0.0468397564108477,0.0468397564108477
"71722",-0.239767800732219,0.109033786138465,0.0268428924670272,0.0468397564108477,0.0468397564108477
"18591",-0.788818351267445,0.386103162963052,0.0269120372521247,0.0469554544835994,0.0469554544835994
"407788",1.56739652047665,1.0015156259671,0.0269534333105083,0.0470227179549026,0.0470227179549026
"67861",0.406892083078511,0.187807571215316,0.0270176160221648,0.0471297164253255,0.0471297164253255
"13639",-0.683359856263079,0.3280498111822,0.0270480580022399,0.0471728633442736,0.0471728633442736
"66659",-0.343439126775913,0.158299462765572,0.0270462410001243,0.0471728633442736,0.0471728633442736
"67020",-0.877277924876064,0.438461030649856,0.0271172100791412,0.0472884779626759,0.0472884779626759
"56273",0.376985077689315,0.1731371511293,0.0271437586726075,0.0473262715511468,0.0473262715511468
"20466",-0.336925326923969,0.153766100174668,0.0271446086253129,0.0473262715511468,0.0473262715511468
"72562",0.453513022023204,0.210266993502942,0.0271510705801772,0.0473325455273496,0.0473325455273496
"59020",0.474077352901063,0.219919577589,0.0271568382294038,0.0473376079228139,0.0473376079228139
"72899",-0.704493960430475,0.339726344277341,0.0272410590329819,0.0474794080361863,0.0474794080361863
"30935",-0.483029200178807,0.225024472416932,0.0272748256530197,0.0475332491348883,0.0475332491348883
"63958",0.337381822218472,0.154526911479578,0.0273032194020054,0.0475777162887571,0.0475777162887571
"15260",-0.407451026470027,0.188327461625314,0.0273315446223725,0.0476220546651015,0.0476220546651015
"108707",-0.370805132378194,0.169873184982782,0.0273718813966748,0.0476873102326133,0.0476873102326133
"73130",0.56220439280288,0.263894334469957,0.0274000258661185,0.0477313128429696,0.0477313128429696
"233789",0.484749141325984,0.225023131713905,0.0274558226615462,0.0478234719278566,0.0478234719278566
"212712",0.825864052505256,0.410783842824133,0.0275780881504947,0.0480313767914527,0.0480313767914527
"214897",0.378327952103723,0.174899526069787,0.0276366492882487,0.0481282988553256,0.0481282988553256
"26425",-0.502475229637327,0.23544848396747,0.0276858455556582,0.0482088936095049,0.0482088936095049
"217364",0.702631796492424,0.339925378390344,0.0276939565221091,0.048217937782859,0.048217937782859
"231329",-0.348709221889902,0.160520328180016,0.0277047877395678,0.0482317157804166,0.0482317157804166
"224088",0.536666339902342,0.251700273410359,0.0277184352780015,0.0482503933388127,0.0482503933388127
"224694",0.639099218681083,0.305310993882149,0.0277289319442421,0.0482635827143648,0.0482635827143648
"76267",0.745860988434987,0.362966764319371,0.0277742640305911,0.0483373957070617,0.0483373957070617
"67586",0.561922206025515,0.265528631701931,0.0277801895583652,0.0483426185282426,0.0483426185282426
"66314",0.315944530096978,0.144924671835592,0.0278355158774668,0.0484337976267923,0.0484337976267923
"245828",-0.382411659484064,0.176938420177577,0.0279281371292654,0.048589843884513,0.048589843884513
"23993",1.25587166785429,0.733103183027727,0.0279635532478019,0.0486463413161614,0.0486463413161614
"75100",-1.66824597628701,1.15897146545062,0.0279708047596002,0.0486538359124688,0.0486538359124688
"77604",0.545410962228467,0.256749389595341,0.0279814461189328,0.0486672247838762,0.0486672247838762
"237769",0.675504423267528,0.324365242829975,0.0280121361709557,0.0487154772126141,0.0487154772126141
"381510",0.310633928449445,0.142698295549273,0.0280154662001012,0.0487161430977986,0.0487161430977986
"75564",-0.543634695965805,0.257056832623566,0.0280192573374348,0.0487176105803931,0.0487176105803931
"219228",-0.96905417674282,0.501361961473524,0.0280851909245889,0.0488178702469883,0.0488178702469883
"71637",1.2222978904831,0.700041984516522,0.0280857801602455,0.0488178702469883,0.0488178702469883
"66114",0.43155367841045,0.200692953373784,0.0280819945167902,0.0488178702469883,0.0488178702469883
"319164",1.05284409816862,0.562709217591126,0.0281214836303526,0.0488747896551076,0.0488747896551076
"109161",0.647300298478734,0.306067672058541,0.0281283537179672,0.0488815903025649,0.0488815903025649
"107769",-1.38890986003525,0.868513203317744,0.0281455123145217,0.0489062670618147,0.0489062670618147
"17910",-0.87794380446113,0.44182949912666,0.0281704485997255,0.048944451897568,0.048944451897568
"29873",-0.690604118891614,0.333925830367233,0.0281794631668755,0.0489549685915347,0.0489549685915347
"109689",0.575984422367885,0.273689372958645,0.0283254011167956,0.0492033291782925,0.0492033291782925
"108101",-0.676451462702806,0.326403443196342,0.0283298170668318,0.0492058291598959,0.0492058291598959
"100041677",0.514246966959761,0.241895247274711,0.0284102633555454,0.0493403712194962,0.0493403712194962
"93876",-0.689918573520968,0.334211158168529,0.0284194502380721,0.0493511411319814,0.0493511411319814
"623661",0.66344994264592,0.321089874937524,0.0284650632850849,0.0494251571536191,0.0494251571536191
"269614",0.388776188275955,0.179773152865846,0.0285050331426416,0.0494893601352658,0.0494893601352658
"72027",0.842400419716005,0.422557709242582,0.0285089600454102,0.0494909797889761,0.0494909797889761
"13002",0.333581078317987,0.153631027306663,0.028513845805025,0.0494942634838877,0.0494942634838877
"17000",-0.285861385973105,0.131600818953227,0.0285293597696998,0.0495159929644202,0.0495159929644202
"72722",-0.501270954548414,0.236166267958277,0.0285386485549685,0.049521715369896,0.049521715369896
"243653",-1.55690868032959,1.08484597345097,0.028536885624253,0.049521715369896,0.049521715369896
"15129",-1.53585782961615,1.02751320274119,0.0285632666501465,0.0495592314188014,0.0495592314188014
"15936",0.789990344357615,0.390905132697889,0.0286588903622816,0.0497147085411392,0.0497147085411392
"16370",-1.47664410783383,0.967629378404075,0.0286575697506392,0.0497147085411392,0.0497147085411392
"28080",-0.47558779040588,0.223917205623152,0.028673265158952,0.0497344252966922,0.0497344252966922
"21664",0.629947179972458,0.301863006209025,0.0286779884770548,0.0497373989639824,0.0497373989639824
"51791",-0.9967089271194,0.528189334581036,0.0286810863537298,0.0497375532340698,0.0497375532340698
"70997",-0.449269609867049,0.209933142817471,0.0286899610650324,0.0497477243685079,0.0497477243685079
"56412",-0.532789269102021,0.252362439420717,0.0286944006777842,0.0497502038183105,0.0497502038183105
"193452",0.4366103367467,0.20407332364111,0.0287381994622328,0.0498209163199484,0.0498209163199484
"59050",0.297412919326603,0.137141560406192,0.0287449962084031,0.0498222488544514,0.0498222488544514
"54369",0.511033677613874,0.239487980370715,0.0287426437770359,0.0498222488544514,0.0498222488544514
"73723",-0.345109544571422,0.160072062829195,0.0288052402677152,0.0499214323364786,0.0499214323364786
"12328",-0.260872122283751,0.123700866353367,0.0288278131356004,0.0499553151411547,0.0499553151411547
"15354",-0.402488540252295,0.188797515422174,0.0289053071085956,0.0500843528831326,0.0500843528831326
"100038746",-0.412732487626915,0.192295784892486,0.0289231520346123,0.0501100202423374,0.0501100202423374
"67337",-0.320477423465448,0.148380942786707,0.0289329563198962,0.0501217530882294,0.0501217530882294
"68420",0.419783538772139,0.195862226241377,0.0289499874853547,0.0501460015857607,0.0501460015857607
"735269",-1.00187633330905,0.527746192878908,0.0289641766217667,0.05016532266951,0.05016532266951
"68477",-0.3127115226851,0.141013671363159,0.0290310956354983,0.0502759571351269,0.0502759571351269
"69190",0.340407313862901,0.157701790016713,0.0290350986769934,0.0502776221590929,0.0502776221590929
"93736",0.496105027499294,0.233464464336325,0.0290449755918149,0.0502894570579974,0.0502894570579974
"72958",1.02949321235986,0.552045633940308,0.0290708957117228,0.0503290643186822,0.0503290643186822
"78706",1.35037077731278,0.837047644249985,0.0291166833044749,0.0504030552961536,0.0504030552961536
"667350",-0.887279277657475,0.452883663519111,0.0291224844302044,0.0504078186001339,0.0504078186001339
"66272",0.311047216576585,0.14402042451397,0.029146498083147,0.050444101488265,0.050444101488265
"235441",0.374738930073936,0.174538589767817,0.0291506537106245,0.0504460119175693,0.0504460119175693
"319865",-1.55728478494397,1.03114659623584,0.0292005377126415,0.0505270478791966,0.0505270478791966
"110595",-1.32379383087507,0.817980271727275,0.0293208160399477,0.0507298607013121,0.0507298607013121
"74149",0.526346703752246,0.249623735008095,0.0293682376048827,0.0508065900166103,0.0508065900166103
"269295",-1.56215121827995,1.06428816792643,0.0294326918138219,0.050910755781005,0.050910755781005
"434179",0.771172262936602,0.383904239204147,0.0294346093768339,0.050910755781005,0.050910755781005
"76577",-0.323247585482657,0.150348744906862,0.0294486503801093,0.0509297123648469,0.0509297123648469
"76113",-1.00835094163006,0.537835174050635,0.0294653841262327,0.0509533214359898,0.0509533214359898
"381802",-0.595075700460789,0.286409253321559,0.0294830634262931,0.0509785605059231,0.0509785605059231
"52626",-0.539908255354738,0.257218043253653,0.0294905775949069,0.0509862198142256,0.0509862198142256
"66597",-0.410127961573384,0.192356731360527,0.0295006551155538,0.050998308832891,0.050998308832891
"225870",-0.57313865880878,0.274792733267396,0.0295210579619163,0.0510282430315253,0.0510282430315253
"100503982",-0.865447299593979,0.442306785859731,0.029546259448855,0.0510664647312394,0.0510664647312394
"338348",-0.86227067305249,0.438559720830809,0.0295591501569978,0.051083403250933,0.051083403250933
"65962",0.525512560455472,0.249174055610713,0.0296001254170618,0.0511488681940238,0.0511488681940238
"224273",0.451231656006251,0.211860892568279,0.0296362014012348,0.0512058544122933,0.0512058544122933
"12715",-1.52734538065531,1.03011362892522,0.0296689724220795,0.051257118952443,0.051257118952443
"224807",0.316586360693485,0.146764826725687,0.0296729432448099,0.0512586217824964,0.0512586217824964
"18295",0.977407002249475,0.516412330373637,0.0297032361813619,0.051305589767807,0.051305589767807
"11432",0.392179111022936,0.183427061706292,0.0297195760409925,0.0513284496873478,0.0513284496873478
"320633",0.751134626009021,0.371836745660353,0.0297512704132798,0.051377820719966,0.051377820719966
"69480",0.721718589877571,0.355464370373115,0.0297553513928713,0.0513795005248263,0.0513795005248263
"101314",0.28636598016472,0.133319024853851,0.0298052747977599,0.0514549548205713,0.0514549548205713
"109359",0.34818483471721,0.162139469281266,0.0298028974114554,0.0514549548205713,0.0514549548205713
"68520",0.491466844212238,0.232489540366687,0.0298152187988579,0.0514667467361237,0.0514667467361237
"13722",0.400884985357046,0.188026912746197,0.0298270714782965,0.0514764555790605,0.0514764555790605
"68119",-0.503790191987877,0.239369627056077,0.029826998658833,0.0514764555790605,0.0514764555790605
"338366",0.363829495095846,0.171514449583513,0.0298395072211674,0.0514871664265028,0.0514871664265028
"12866",-0.54070883346819,0.258353526015946,0.0298387612571731,0.0514871664265028,0.0514871664265028
"214321",0.939389307016347,0.488289286002136,0.0298585337556629,0.0515146188269605,0.0515146188269605
"56429",1.01045104152873,0.540484903362152,0.0298777754165164,0.0515424366139654,0.0515424366139654
"100504114",0.843907890419591,0.429779756326096,0.0298882692910271,0.0515497799854631,0.0515497799854631
"99151",-0.570054078581115,0.274422684828964,0.0298868940873665,0.0515497799854631,0.0515497799854631
"266632",0.357101033724051,0.167011742699059,0.0299336088263519,0.0516225929994364,0.0516225929994364
"76872",-0.52693775538677,0.250628255137028,0.0299610711818257,0.051664563596451,0.051664563596451
"13609",-1.3721448408137,0.898665825315145,0.0299703789131935,0.0516752230557097,0.0516752230557097
"67381",-0.409690085573649,0.192691259587844,0.0299802729292638,0.0516868910639061,0.0516868910639061
"217335",0.328860594937494,0.153276863495771,0.0300211787997096,0.0517520164312442,0.0517520164312442
"14874",-0.258591061293718,0.120189056000212,0.0300594941734553,0.0518126630539328,0.0518126630539328
"100504604",1.25629482107886,0.754714518041396,0.0300907052457628,0.0518610528320779,0.0518610528320779
"215445",-0.287162124841253,0.13466294036562,0.0301040532704166,0.0518786489324424,0.0518786489324424
"230979",0.702447130364149,0.345866536406849,0.0301547789670342,0.0519606480063666,0.0519606480063666
"667705",-1.23839181103335,0.733694689818864,0.0301919328029045,0.0520192463239537,0.0520192463239537
"65255",-1.23218834710279,0.71392151143175,0.0302135394466769,0.0520510481556613,0.0520510481556613
"52666",-0.54192268064949,0.262493209922657,0.0302216291233723,0.0520595591297773,0.0520595591297773
"12069",-0.821171310043221,0.416825552772157,0.0302257571349567,0.0520612447057241,0.0520612447057241
"230696",0.404353318446502,0.189892649201572,0.0302347966678985,0.0520700137261427,0.0520700137261427
"100040000",1.36082195888974,0.861607675834241,0.0302371483216723,0.0520700137261427,0.0520700137261427
"56077",-0.416179980943071,0.195797721312088,0.0302418619939333,0.0520727061208038,0.0520727061208038
"69320",1.09564858695153,0.610319504417822,0.0302843617707707,0.0521350078314037,0.0521350078314037
"20641",-0.317727997784817,0.148252098980719,0.0302821720439917,0.0521350078314037,0.0521350078314037
"17932",1.48963181905491,1.02828895889993,0.030287506364487,0.0521350078314037,0.0521350078314037
"16002",-1.5414061311328,1.24382901697757,0.0303020714745629,0.0521546482168392,0.0521546482168392
"100044509",0.778827423112451,0.390602429169849,0.0303087142496575,0.052160650343242,0.052160650343242
"100504140",1.36329293477202,0.866058160462301,0.0303267169242497,0.0521861993293617,0.0521861993293617
"329702",0.890241752292949,0.459561826252462,0.0304272302171154,0.0523537124481022,0.0523537124481022
"27973",-0.291553313877617,0.136393583315356,0.0304531952128682,0.0523929347282172,0.0523929347282172
"268936",0.476651224173362,0.225877777051853,0.0304744552947081,0.0524240551588641,0.0524240551588641
"217980",0.451787333620455,0.213226308298893,0.0304997072695472,0.0524620355011046,0.0524620355011046
"108673",-0.577188046919189,0.278418964298776,0.0305212784722812,0.0524922039264775,0.0524922039264775
"110058",1.38388111393557,0.916880590624699,0.0305235973467212,0.0524922039264775,0.0524922039264775
"226414",0.281063895143411,0.131004024871594,0.0306289815780523,0.0526679564636643,0.0526679564636643
"114229",0.575499665914273,0.277270267263747,0.0306722585765774,0.0527314024202625,0.0527314024202625
"68328",-0.344021049206855,0.161551055140542,0.0306691381402558,0.0527314024202625,0.0527314024202625
"211936",0.618154118382792,0.300404311689434,0.0306846719669777,0.052747257447394,0.052747257447394
"57440",0.674339882714499,0.333568581028434,0.0307037565011063,0.0527745757474562,0.0527745757474562
"171395",-1.35003260324435,0.813932781093674,0.030711101533709,0.0527817122428998,0.0527817122428998
"69260",-0.370415678929728,0.174222320300909,0.0307233651789975,0.0527972997618077,0.0527972997618077
"100039211",1.29929382836694,0.799714450155086,0.0308136236661024,0.0529469022038122,0.0529469022038122
"225055",-0.531521973033436,0.255797405424181,0.0308832077846587,0.0530609525704613,0.0530609525704613
"442840",0.850078447626533,0.433855123450455,0.030890778185322,0.0530684435048195,0.0530684435048195
"12330",-0.271493371199945,0.127440588721363,0.0310063713683296,0.0532614900466059,0.0532614900466059
"68400",1.00228314645934,0.539611186463336,0.0310232174959823,0.0532848903998948,0.0532848903998948
"100124660",1.70577030749209,1.61478890886517,0.0310808779365009,0.0533783804976997,0.0533783804976997
"100038573",1.2785180043228,0.771446531042311,0.0310899605940377,0.0533884322272432,0.0533884322272432
"13496",-0.691431767079018,0.341501299284904,0.0310972031501959,0.0533953223301899,0.0533953223301899
"387247",1.18445692973956,0.689569128471155,0.0311010794592147,0.0533964316016639,0.0533964316016639
"56363",-1.05170253698121,0.580198362977329,0.031132627055655,0.0534394937933517,0.0534394937933517
"192169",-0.294524821219971,0.13816534689206,0.0311302893476641,0.0534394937933517,0.0534394937933517
"100529077",0.843161646679227,0.43483808989232,0.0311604184948724,0.0534816444523145,0.0534816444523145
"79196",-0.376828008747089,0.177997054866632,0.0311766202588809,0.0535038966859739,0.0535038966859739
"68165",0.370815598716056,0.174553063860503,0.0312031069839087,0.0535437930493109,0.0535437930493109
"76000",-0.612144725977684,0.29851951682016,0.031209745296641,0.0535496252598585,0.0535496252598585
"210982",0.378964546586672,0.17875248236821,0.0312589346257635,0.0536284576402565,0.0536284576402565
"26897",0.485708024293918,0.231717693853115,0.0313048506751379,0.0537016585367402,0.0537016585367402
"13078",-1.29600965449616,0.831231007561084,0.0313319993986568,0.053742653321552,0.053742653321552
"320453",-0.977028382432304,0.533292974777025,0.0313353633159154,0.0537428466084334,0.0537428466084334
"328108",0.432242593448281,0.205668113413788,0.0314475865439776,0.0539249200991629,0.0539249200991629
"68149",-0.500393280383469,0.23954588459344,0.0314480477771283,0.0539249200991629,0.0539249200991629
"21877",-0.525544565569545,0.253100577828222,0.0314674461299419,0.0539525863009999,0.0539525863009999
"634834",0.472370808387639,0.225097757145795,0.0314714652852187,0.0539538810583556,0.0539538810583556
"98221",0.322257672436483,0.151477312154654,0.0315400847330619,0.0540659131636952,0.0540659131636952
"14187",0.539877155307927,0.259457899307878,0.0315596857724648,0.0540939035482003,0.0540939035482003
"209497",0.281945378126316,0.134181970899114,0.03162361371486,0.0541978574086713,0.0541978574086713
"93732",-0.678554671920878,0.336504976782991,0.0316353087193394,0.054212280025988,0.054212280025988
"83493",0.28345582463717,0.132922299066517,0.0317087699443145,0.0543325352108965,0.0543325352108965
"23874",-0.339655640302577,0.160356797135957,0.0317155333803546,0.0543384915813911,0.0543384915813911
"56354",-0.205878424790484,0.0963493806759861,0.0317826265939068,0.0544477995229846,0.0544477995229846
"70381",-0.328459518861231,0.155292728077479,0.031816083521529,0.0544994674208161,0.0544994674208161
"58202",0.24992446633606,0.117204612599383,0.0318405412108343,0.0545300607350902,0.0545300607350902
"381413",-1.10887135278645,0.621182174087185,0.0318388287253435,0.0545300607350902,0.0545300607350902
"671650",0.512255978864519,0.246091804128266,0.0318705061167036,0.0545757242421124,0.0545757242421124
"22413",0.985117550131644,0.529066309873051,0.0318762250120243,0.054577164217089,0.054577164217089
"192193",0.25556287122444,0.119756532543738,0.03187795042444,0.054577164217089,0.054577164217089
"14663",-1.23412211772982,0.752996616795165,0.0319485898700069,0.0546924389551796,0.0546924389551796
"66765",1.2686456581451,0.782164690184537,0.0319598981894383,0.0547061320359754,0.0547061320359754
"68552",0.379710874507189,0.179792579537636,0.0319726290265111,0.0547222569691683,0.0547222569691683
"210135",-0.44842499116729,0.214291990941101,0.0320293652274915,0.0548136874635505,0.0548136874635505
"170750",0.33134274703555,0.156493509231739,0.0320347935998485,0.0548173020916663,0.0548173020916663
"69731",0.364408641029434,0.173147523897878,0.0321048218330504,0.0549314465273081,0.0549314465273081
"16188",-0.520693907592844,0.251187861710927,0.0321548050182405,0.0550112737478282,0.0550112737478282
"107094",-0.466868641061239,0.222336032827527,0.0322261097647598,0.0551275581508309,0.0551275581508309
"74094",0.366261441218861,0.173489729660709,0.0322425405893902,0.0551499581894267,0.0551499581894267
"93765",-0.437315482750037,0.209107739649516,0.0322955320314568,0.0552348830294858,0.0552348830294858
"100504714",1.25152019320856,0.761032117504006,0.0323623457312963,0.0553434279886538,0.0553434279886538
"246738",0.834851171326421,0.432559942134013,0.0323796433283121,0.0553672808748317,0.0553672808748317
"66437",0.263890893094402,0.124525629078605,0.0324005098242235,0.0553972308020702,0.0553972308020702
"100861653",0.636526775091742,0.313590742322579,0.0324624493302424,0.0554973924324033,0.0554973924324033
"320939",-1.55196724928593,1.05842275017788,0.0324727310527578,0.055509228986772,0.055509228986772
"17391",-1.12355134531638,0.638257550628496,0.0325013329765683,0.0555523766004212,0.0555523766004212
"99439",0.894898843358847,0.471846405035375,0.0325214318227631,0.055580983046968,0.055580983046968
"241226",0.615837337185903,0.301738113177412,0.0325324316533012,0.0555940344494023,0.0555940344494023
"622404",-0.363066566422883,0.172209994336709,0.0325827820486566,0.0556743216109463,0.0556743216109463
"22384",-0.319438377248623,0.152438744241497,0.0326018090252527,0.0557010752648503,0.0557010752648503
"99311",0.410517316404985,0.193035049669383,0.0326431346736925,0.0557659173373437,0.0557659173373437
"59027",-0.272374682363697,0.128746791844031,0.0327395976101226,0.0559249300914878,0.0559249300914878
"18983",0.46077811415164,0.220931558473658,0.032764835519147,0.0559622578147861,0.0559622578147861
"628705",0.81015110123371,0.416900198246776,0.0327747013846943,0.0559733251254258,0.0559733251254258
"170737",0.457137521570753,0.219750860333232,0.0327987178938519,0.0560085544199765,0.0560085544199765
"83796",0.384327137448648,0.183102430200685,0.0328698048109513,0.0561241476629506,0.0561241476629506
"103724",0.535007455304287,0.257568955558388,0.0329299864386591,0.0562161928528924,0.0562161928528924
"223774",-0.335697751426106,0.159606466729188,0.0329305139379647,0.0562161928528924,0.0562161928528924
"233895",-0.29784047276228,0.141519707074264,0.0329552895806815,0.0562526783115103,0.0562526783115103
"665783",0.302540125565368,0.143352920381748,0.0329624367778613,0.056259068656484,0.056259068656484
"546663",0.412966117891939,0.19691859658215,0.0329727257657497,0.0562634597058789,0.0562634597058789
"66460",-0.38300367202075,0.182809043394315,0.0329752206673052,0.0562634597058789,0.0562634597058789
"234086",0.738024362538843,0.373568468224947,0.0329749436334527,0.0562634597058789,0.0562634597058789
"11770",-1.31614804446854,0.880577159186078,0.0330624425809091,0.0564064584438463,0.0564064584438463
"79554",0.538444419896156,0.259940838849999,0.0330880426445402,0.0564443080406862,0.0564443080406862
"230085",-1.37032444588445,0.897530306620866,0.0330999538408537,0.056458800638666,0.056458800638666
"71968",0.30998961291027,0.147032067930936,0.0331298661313474,0.0565039916581894,0.0565039916581894
"100040320",-1.30637722332405,0.827571777845358,0.0331399674753596,0.0565153886689047,0.0565153886689047
"387514",-1.14399124126231,0.664447831060471,0.0332086000581125,0.0566265895358571,0.0566265895358571
"14758",0.569623588633211,0.279259542817187,0.0332511170085227,0.0566932402424838,0.0566932402424838
"406217",0.82112363533025,0.425555274416818,0.0332915828171695,0.0567563803597165,0.0567563803597165
"67245",-0.301383664041451,0.142888262872004,0.0332952971295535,0.0567568589823161,0.0567568589823161
"56554",-1.37022465619036,0.887104168916472,0.0333194605934716,0.0567921925768288,0.0567921925768288
"28064",0.399371263526522,0.190815122810168,0.0333315859346965,0.0568070023198817,0.0568070023198817
