"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"106205",5279.67209449021,1.24129340214681,0.294541872416369,1.11271800902133e-05,3.62428151509806e-05
"381792",26.8092410149238,2.19135814969732,0.550778583744043,1.11382839801457e-05,3.62718349471647e-05
"232313",41.0513146699032,-1.88255734550697,0.465379886469568,1.1152378302739e-05,3.63105797408463e-05
"207375",1760.11339311664,0.763129278186341,0.176264445690724,1.11715455946022e-05,3.63658228985376e-05
"77532",632.118021728718,1.36253816081522,0.326369705912866,1.1215279880582e-05,3.65009994932114e-05
"20901",7664.34849554637,-0.612401205456361,0.141071288527791,1.12549565700788e-05,3.66229197053943e-05
"209683",3539.74419374835,-1.57732520876205,0.382283686824091,1.12853962874489e-05,3.6714741316971e-05
"59014",2262.58941682168,-1.06995847672614,0.25216173068538,1.13688479947e-05,3.69789565825246e-05
"668894",26.4839442875788,-2.26751433226138,0.564919949084379,1.13839184722352e-05,3.70206909986321e-05
"18605",2515.48949011373,-1.23091267468668,0.294312739914898,1.13910110434016e-05,3.70342246176282e-05
"17057",10.8408472755206,-4.75778731742439,1.19408896732565,1.13925609304682e-05,3.70342246176282e-05
"22630",2255.04410412232,-0.644476769177473,0.147844183707701,1.14447791206826e-05,3.71966572679677e-05
"66585",1453.65042264927,-0.524720997747735,0.120525201831585,1.14682088035197e-05,3.72654789703521e-05
"100861649",59.9136297316572,1.90012681986293,0.470900912847238,1.14742792233405e-05,3.72778764862066e-05
"70113",26.8285425140324,-2.4591626729477,0.630416856112657,1.15056613637161e-05,3.73724862138391e-05
"26936",18084.5081203534,0.729723343102741,0.169470994041537,1.15609943871217e-05,3.75448403180986e-05
"18596",411.573584977001,-1.92964641445261,0.480359568749754,1.15980145932788e-05,3.76576667112351e-05
"15007",466.513406404563,1.29673312278154,0.30983418075398,1.16251138821418e-05,3.77382428263557e-05
"12494",148.241816953653,-1.52609970260297,0.372030930763036,1.16413921549273e-05,3.77836662715391e-05
"329217",15.3161119687406,4.58654148364199,1.09491290043063,1.16470334698951e-05,3.77945550171506e-05
"20539",9683.80140052442,-1.52617221248397,0.369679759587797,1.1658142103082e-05,3.78231774217754e-05
"74178",17139.0378306063,1.17542203035696,0.279770076502443,1.17039347303589e-05,3.79568454174677e-05
"69551",1818.05514312406,-0.581247241851829,0.135124025027317,1.17038064087951e-05,3.79568454174677e-05
"227331",3050.76648931752,0.799472009260501,0.185757257296229,1.17630570560233e-05,3.81336209327445e-05
"242736",874.276999741253,0.772509067833629,0.179224149088835,1.17610300989188e-05,3.81336209327445e-05
"665649",3929.77529017696,-0.72147214560144,0.167275700512306,1.18267522312756e-05,3.83325910554874e-05
"13819",6211.91349591433,-1.35189799294938,0.325158998097649,1.18313026128689e-05,3.83398220330765e-05
"67123",3243.85411683769,0.570614024578497,0.131483142499886,1.19634371630848e-05,3.87604108792222e-05
"70605",411.423341066773,1.18906537607772,0.282993526235087,1.1985751681802e-05,3.88250980404049e-05
"51885",868.781446568949,-0.594435903123206,0.137253375395804,1.19903725894491e-05,3.88324566817387e-05
"667331",261.942854646538,-1.03349276636511,0.243701776874702,1.20436472975043e-05,3.89973535411842e-05
"63955",431.518934542319,-1.22117568695857,0.291531841449324,1.2063736742255e-05,3.90547529082404e-05
"380712",189.349333030323,-0.963513448998368,0.226315585678627,1.21597113465089e-05,3.93577498644591e-05
"66953",525.480852252364,-0.87444818263347,0.203631669184404,1.22000445436865e-05,3.94805670139266e-05
"641361",20.2407423509436,-2.88876908700112,0.759106569368542,1.22084598994483e-05,3.95000669676806e-05
"18595",655.595106150901,1.36343574676515,0.328089803350212,1.2239883330816e-05,3.95939865867689e-05
"70451",180.72007617823,-0.936384083180427,0.220533262847646,1.23236867465656e-05,3.98518769122217e-05
"319924",55.871451812925,-1.74645087980004,0.427700085248069,1.23244279960845e-05,3.98518769122217e-05
"100504564",125.67570182231,1.63569176206171,0.400852255490551,1.23899652211352e-05,4.00559603178888e-05
"94242",5573.91185193597,-1.24669410625569,0.299715051974059,1.24263637561043e-05,4.0158157413987e-05
"56542",981.965844010303,-0.760926401018846,0.177285708045215,1.24264352796457e-05,4.0158157413987e-05
"22330",27062.6616742266,-0.808770344717058,0.188809141963832,1.24372308046051e-05,4.01851886630419e-05
"70083",229.807361958571,-1.3232697600328,0.318594193202438,1.25112059946388e-05,4.04163054702714e-05
"330953",49.6326870130109,-2.00909814269979,0.503572543427277,1.25944473072231e-05,4.0677259474091e-05
"19079",3118.60504494739,0.79897497785572,0.186393942874,1.26807014906914e-05,4.09478405237602e-05
"52392",1076.53316154502,0.653888415660614,0.151619485893947,1.26996742692363e-05,4.10010968106397e-05
"20389",14.7964826329092,-3.76351880787572,0.979624866552461,1.27134926158087e-05,4.10376943837762e-05
"103268",220.493971018408,-1.06196196637068,0.25254890904467,1.27309778981914e-05,4.10717146609851e-05
"75079",394.627048208718,0.796455049873248,0.185708938465269,1.27310369458561e-05,4.10717146609851e-05
"14380",424.411072375755,0.787490426941787,0.183593447429137,1.27314861417355e-05,4.10717146609851e-05
"100043272",577.108992951617,-1.03168075272394,0.243361730473498,1.274743155883e-05,4.11151304716995e-05
"232078",464.221446891699,0.654406839299911,0.151792342883246,1.27646217931789e-05,4.11625435507699e-05
"19765",7609.77149848524,0.865006137383394,0.202523764402559,1.27935325321582e-05,4.12477263032134e-05
"56275",1431.84082637298,-0.862807296788284,0.202147175782355,1.29023914879767e-05,4.15905872262588e-05
"67432",102.390662077442,1.60996304182175,0.395466458951137,1.29142271911817e-05,4.16206230201275e-05
"74179",8.75402494210248,5.610997072073,1.5434050412842,1.29492999673634e-05,4.17255221170597e-05
"100038735",10.9720628530998,4.82860000141906,1.18769428304254,1.30759534606713e-05,4.21254162356065e-05
"11771",3286.77416352198,-0.614462840862611,0.142651363312699,1.3148470681879e-05,4.23507833927242e-05
"71643",263.132449321992,-0.72657422913458,0.169150508213896,1.31669441661845e-05,4.2402023586018e-05
"320981",19.4149277245255,-3.04638598511187,0.769692216047416,1.32181700788854e-05,4.25586971959439e-05
"68135",9301.0640855468,0.622686911351705,0.144260992755169,1.3297515378348e-05,4.28058284720727e-05
